id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
14613265,"♥ MARCH DEAL! Great Window Views, QUEEN BED",13884145,Barry,,Kensington-Cedar Cottage,49.23546,-123.06651,Private room,55,1,65,2019-02-18,2.10,7,360
14616290,Private bedroom queen sized bed with ensuite bath,90723425,Sheri,,Riley Park,49.23974,-123.09653,Private room,69,2,62,2018-09-19,2.03,1,0
14634631,Private bedroom in basement suite,32878648,Annie,,Renfrew-Collingwood,49.24343,-123.02785,Private room,30,3,27,2019-01-16,0.87,3,174
14634633,Cozy room in basement suite.,32878648,Annie,,Renfrew-Collingwood,49.24154,-123.02805,Private room,30,3,28,2018-11-23,0.90,3,133
14649925,Downtown Vancouver Penthouse Private Room 3001,74865763,Breanne,,Downtown,49.28638,-123.12279,Private room,145,1,118,2019-02-24,3.89,7,2
14667059,"Private Room, Great Location, Vancouver",52256151,Saras,,Killarney,49.23163,-123.02525,Private room,40,3,28,2019-01-05,0.91,2,89
14674413,Private 1 Bdrm Suite Off Uber Hip Main Street,836376,Stacy,,Riley Park,49.24741,-123.09372,Entire home/apt,70,31,27,2019-02-07,0.89,1,22
14687943,"1 bedroom in Kits, close to beach",91324660,Angela,,Kitsilano,49.2627,-123.18044,Private room,71,1,70,2019-02-08,2.34,2,60
14688071,Beautiful 3 bdrm House w Hot Tub 5 min to Downtown,8086853,Michi,,South Cambie,49.25369,-123.12322,Entire home/apt,345,3,11,2018-11-25,0.36,1,26
14689334,Charming Flat in the Heart of Gastown,91338283,Chris,,Downtown Eastside,49.28342,-123.10397,Entire home/apt,101,1,44,2018-08-27,2.63,1,0
14697815,靠近ubc交通便利位置极佳独栋别墅内街安静,91386110,Anita,,Arbutus Ridge,49.23864,-123.16652,Entire home/apt,427,3,7,2018-09-01,0.86,1,266
14709890,Second room in Family Home.,88006231,Jeffrey,,Kensington-Cedar Cottage,49.24965,-123.08907,Private room,38,1,122,2019-03-04,3.96,2,330
14710981,Artistic Condo near downtown & Garden Patio,5656886,B,,Grandview-Woodland,49.26262,-123.07472,Entire home/apt,85,2,20,2018-12-29,0.67,2,93
14711719,"Downtown Vancouver Yaletown: seawall, shops, food",89151601,Yashina,,Downtown,49.27526,-123.1273,Entire home/apt,200,30,11,2018-09-29,0.36,3,152
14724594,Trendy Yaletown 1 Bdrm with Parking (M1),23977001,Emma,,Downtown,49.2748,-123.11547,Entire home/apt,130,90,13,2018-09-11,0.44,10,239
14726102,Cozy Heritage Home,973890,Delaney,,Marpole,49.21609,-123.13765,Private room,65,4,22,2018-10-01,0.98,2,365
14728663,Cozy/Chic Vancouver Oasis close to Downtown!,346248,Vaneet,,Downtown Eastside,49.27986,-123.10093,Entire home/apt,130,3,43,2019-02-17,1.86,1,216
14730220,1BR @ Perfect Location Downtown Business Travel,38459934,Alejandro,,Downtown,49.28112,-123.12075,Entire home/apt,105,31,2,2018-08-11,0.21,27,52
14730612,"Executive Townhome on Seawall - 1,550 sq.ft",1867493,Vacation Rental,,Downtown,49.2738,-123.11267,Entire home/apt,445,3,33,2019-01-30,1.09,1,292
14739485,Downtown Core 2BR/2BA with Balcony & Parking,75426640,Andy,,Downtown,49.28115,-123.1164,Entire home/apt,417,180,39,2018-08-26,1.28,1,300
14741933,Stay and Park  in the Heart of Downtown Vancouver,52979776,Madalena,,Downtown,49.27672,-123.12862,Entire home/apt,470,2,57,2019-02-18,3.11,1,81
14744120,"Private Garden Suite in Mid Century Modern,",78956047,Karen,,Oakridge,49.22805,-123.12651,Entire home/apt,200,3,40,2019-01-02,1.31,1,194
14744175,4 beds 2 baths DREAM LOCATION downtown,90483081,Yan,,Downtown,49.28156,-123.12464,Entire home/apt,323,3,100,2019-02-24,3.29,1,60
14746020,Brand new studio Queen bed温哥华中心点独立出入套房,91690436,H,,Renfrew-Collingwood,49.25558,-123.04095,Entire home/apt,69,2,114,2019-02-24,3.71,1,102
14757196,Tropical Vibe 2 (Private Room),39040533,Karen,,Sunset,49.22245,-123.08582,Private room,38,1,115,2019-02-28,6.61,2,65
14758831,Kitsilano Stunning Furnished Home,89209597,Juli,,Kitsilano,49.27478,-123.15034,Entire home/apt,599,30,3,2016-11-21,0.10,1,105
14775158,Tropical Vibe 1 (Private Room),39040533,Karen,,Sunset,49.22073,-123.08693,Private room,35,1,137,2019-01-20,5.77,2,65
14782807,Mount Pleasant Gem!  Rest well and adventure.,5265632,Kyla,,Riley Park,49.25429,-123.10373,Private room,81,2,59,2019-02-26,1.93,2,49
14787418,New 2 bdrm suite in Vancouver's popular Kitsilano,2789764,John,,Kitsilano,49.26416,-123.17973,Private room,125,1,114,2019-03-06,4.01,1,266
14806208,A gem in the city,27610220,Danielle,,Kensington-Cedar Cottage,49.25513,-123.06748,Private room,99,1,19,2018-10-09,0.62,1,280
14807169,Studio appartment in Gastown,5343923,Matt,,Downtown,49.2809,-123.10731,Entire home/apt,110,31,8,2017-08-05,0.26,1,48
14809328,Bright and central garden level apartment,82378240,Sarah,,Kensington-Cedar Cottage,49.24757,-123.07915,Entire home/apt,224,2,146,2019-03-05,4.81,1,96
14809441,"Quintessential Kits home, close to beach & shops",21406235,Robyn,,Kitsilano,49.26434,-123.15791,Private room,99,3,25,2018-11-11,0.82,1,15
14811738,Hotel Luxury at the heart of Downtown,7118149,Marcel,,Downtown,49.28096,-123.1257,Entire home/apt,120,27,7,2019-01-31,0.26,1,80
14819863,Cozy near downtown: semi-private entry in East Van,9813051,Mars And Esther,,Grandview-Woodland,49.27898,-123.06307,Private room,69,2,25,2019-03-06,0.94,1,4
14821631,Modern & Spacious in Upscale Yaletown District,78229957,Jason,,Downtown,49.27583,-123.11666,Entire home/apt,181,30,10,2018-05-31,0.33,1,0
14823177,Ryan's Guest Suite,92678672,Ryan,,Mount Pleasant,49.26297,-123.08687,Private room,85,1,158,2019-02-24,5.22,1,305
14823788,Gorgeous Crosstown Condo: stunning Views!,60846003,Lori,,Downtown,49.27948,-123.1096,Entire home/apt,202,30,26,2018-09-06,0.86,1,99
14824179,"Summer at the Beach, Downtown's Grooviest Stay!",92688700,Jaya,,West End,49.28221,-123.13918,Entire home/apt,140,30,5,2018-07-30,0.16,1,31
14828137,Artist's Cozy Private Entry Gallary,29248870,Tsuyoshi (Sam),,Renfrew-Collingwood,49.25136,-123.05028,Entire home/apt,60,1,189,2019-02-20,6.23,1,14
14831562,Lovely room,92655648,Lucy,,Victoria-Fraserview,49.21111,-123.05543,Private room,48,1,26,2019-02-01,0.87,4,332
14831774,Charming room,92655648,Lucy,,Victoria-Fraserview,49.21141,-123.05732,Private room,39,1,32,2019-02-23,1.06,4,240
14836915,Bright in the heart of Kitsilano- 6 month rental,6321566,Marni,,Kitsilano,49.26311,-123.15808,Entire home/apt,189,1,12,2018-05-07,0.40,1,365
14851293,"Queen Victorian Home,master bedroom, close to town",78932005,Joy,,Downtown Eastside,49.27956,-123.09088,Private room,73,2,152,2019-02-21,5.03,4,42
14852601,Brand new condo in downtown east,80371215,Hattie,,Downtown Eastside,49.28013,-123.10121,Entire home/apt,159,31,65,2018-08-29,2.15,4,266
14856847,"Great House off Commercial Dr, close to downtown",79403774,Aihua,,Kensington-Cedar Cottage,49.25988,-123.0603,Private room,42,1,146,2019-03-05,4.82,2,194
14857107,"Private E Van Studio direct to Downtown, Metrotown",92814948,Judy,,Renfrew-Collingwood,49.2368,-123.03263,Entire home/apt,86,30,10,2017-09-01,0.34,1,87
14858791,Luxury Modern Coal Harbour Apartment 2Beds + 1Bath,54751193,Vish,,Downtown,49.28663,-123.12419,Entire home/apt,175,1,42,2019-02-28,1.39,3,59
14859107,Luxury Modern Coal Harbour Apartment 3Beds + 2Bath,54751193,Vish,,Downtown,49.28752,-123.12479,Entire home/apt,224,1,59,2019-02-24,2.06,3,39
14860305,Beautiful bedroom in West Vancouver,93068381,Thu,,Marpole,49.21556,-123.14165,Private room,65,1,45,2018-11-11,1.49,1,89
14869865,Sweet room,92655648,Lucy,,Victoria-Fraserview,49.21075,-123.05678,Private room,48,1,30,2019-01-31,0.99,4,352
14882356,2-level city home w/ rooftop patio,6387413,Brett,,Downtown Eastside,49.28427,-123.08995,Entire home/apt,151,3,15,2018-11-21,0.51,1,54
14884432,NEW  Modern Spacious 2 Bdrm Home!,93345204,Silvia,,Oakridge,49.22354,-123.12997,Entire home/apt,169,3,77,2019-02-21,2.61,1,250
14884981,Clean and Simple Room,32389320,Charlene,,Marpole,49.21734,-123.12544,Private room,54,1,111,2019-03-02,3.65,1,8
14887513,"Spacious, Private & Sparkling Clean.  Near transit",71759229,Stephen,,Hastings-Sunrise,49.26576,-123.03959,Entire home/apt,89,2,169,2019-03-03,5.67,1,77
14900248,Luxury Designer Suite in Central Vancouver,45059706,Jay,,Mount Pleasant,49.25978,-123.0994,Entire home/apt,224,2,14,2018-11-08,0.46,1,12
14917517,East Vancouver Home,31926817,James,,Kensington-Cedar Cottage,49.25359,-123.06137,Entire home/apt,99,2,105,2019-02-16,3.69,1,168
14919115,Quiet place in downtown,93758498,Cataleya,,Shaughnessy,49.25646,-123.15063,Private room,85,6,2,2018-12-21,0.27,2,333
14919183,Comfy Room in Trendy East Van,20377699,Steven,,Hastings-Sunrise,49.27619,-123.05635,Private room,50,1,31,2019-02-02,1.02,3,4
14929609,"Kits Beach! Big one bedroom top floor, sleeps 3-4",93854755,Geraldine,,Kitsilano,49.26642,-123.15099,Entire home/apt,110,30,44,2018-09-15,1.45,1,172
14932769,"cozy quiet room 10 min-UBC, 20 min-Downtown by bus",88074470,Michelle,,Dunbar Southlands,49.25304,-123.19215,Private room,99,2,6,2018-09-14,0.84,2,365
14936241,New Kits Coach House. 10 min to D/T. Parking space,93951551,Paul,,Kitsilano,49.26246,-123.17986,Entire home/apt,296,1,161,2019-02-22,5.40,1,24
14946886,Quiet Mt. Pleasant Character Duplex,25104956,James,,Mount Pleasant,49.25934,-123.10622,Entire home/apt,89,2,35,2019-02-18,1.16,1,0
14992464,Heart of YALETOWN,94520575,Richard,,Downtown,49.27625,-123.12459,Entire home/apt,151,3,38,2019-03-03,1.85,1,140
14992567,"Loft Bedroom1, Spectacular Views",18978000,Ellen,,Grandview-Woodland,49.27949,-123.06333,Private room,38,3,72,2019-02-08,2.46,3,58
15008574,Between the Beach and Broadway,82695760,Sandra,,Kitsilano,49.26673,-123.17636,Entire home/apt,110,4,67,2018-12-16,2.25,1,1
15020190,Kitsilano European Style Townhouse,21458071,Ali,,Kitsilano,49.26625,-123.14842,Entire home/apt,151,30,12,2017-01-31,0.42,2,33
15022825,"Cozy, Spacious and Modern 1 Bedroom Accommodation",94830625,Ricki,,Grandview-Woodland,49.2651,-123.05756,Entire home/apt,85,3,55,2019-02-26,2.02,1,112
15037603,Private Garden Sanctuary on 'The Drive',3045173,Noa&Rafi,,Grandview-Woodland,49.27305,-123.06272,Entire home/apt,87,2,129,2019-02-17,4.33,1,43
15040167,Brand New Furnished 2 BDRM Coach House,29412479,Leslie-Ann And Suzanne,,Riley Park,49.25235,-123.11423,Entire home/apt,133,30,5,2018-10-13,0.19,6,54
15041985,Private retreat in a residential neighborhood,95032721,Richard And Betty,,Renfrew-Collingwood,49.25312,-123.04659,Entire home/apt,129,2,28,2018-09-22,0.93,1,360
15043236,Jessie Crawford's Attic,9575419,Elana & Claudio,,Downtown Eastside,49.2774,-123.08716,Entire home/apt,110,31,92,2018-12-27,3.08,3,200
15058838,Local living! Commercial Dr studio w/easy transit,18554515,Dan,,Kensington-Cedar Cottage,49.25691,-123.07358,Entire home/apt,99,2,29,2019-02-08,2.93,1,37
15075699,New and Modern Double bedroom in Vancouver!,23683639,Riccardo&Francesca,,Kensington-Cedar Cottage,49.25758,-123.07405,Private room,55,3,71,2019-01-28,2.62,2,123
15084564,Beautiful place,95455175,June & Charlie,,Kitsilano,49.26134,-123.17957,Entire home/apt,120,2,47,2019-02-07,1.57,1,87
15086009,New Executive Home,95470866,Rita,,Hastings-Sunrise,49.26933,-123.05601,Entire home/apt,250,3,87,2019-02-19,2.94,1,35
15086471,Heart of Kitsilano - Self-contained Garden Suite,18111905,Laurel,,Kitsilano,49.26437,-123.16544,Entire home/apt,110,30,2,2017-08-31,0.11,1,145
15096629,Lovely Studio Apartment in the heart of Kitsilano,26561892,Susan,,Kitsilano,49.25766,-123.1598,Entire home/apt,130,2,56,2019-02-03,1.87,1,92
15111957,Cozy Room,92655648,Lucy,,Victoria-Fraserview,49.2126,-123.05762,Private room,48,1,42,2018-12-29,1.40,4,300
15127617,Unique Spacious Loft Downtown,29715642,Nat,,Downtown,49.27983,-123.12292,Entire home/apt,160,31,149,2018-10-06,5.10,2,219
15146907,1BD Garden Suite in East Vancouver,96071102,Tracy And Dave,,Hastings-Sunrise,49.27751,-123.04768,Entire home/apt,65,2,71,2019-01-31,2.51,1,10
15147197,"Small, Studio Suite close the Sea!",95795020,Traci,,Kitsilano,49.26645,-123.16064,Entire home/apt,85,1,113,2019-02-11,3.81,1,180
15149620,Self-Contained Studio in Character Home,25567962,June,,Hastings-Sunrise,49.27891,-123.04687,Entire home/apt,60,3,75,2019-02-28,2.54,1,108
15160387,132 YALETOWN PARK / FOR EXTENDED 3 MONTH STAY!,600607,Bruce,,Downtown,49.27763,-123.11909,Entire home/apt,89,90,1,2017-10-01,0.06,50,365
15164422,Top Floor near Skytrain-mins to Downtown,90158072,Tony & Annette,,Hastings-Sunrise,49.26214,-123.04623,Private room,81,2,67,2019-02-24,2.35,3,344
15182829,BRIGHT 2 BR+2BH APT SUPERB LOCATION! FREE PARKING!,33866376,Anney,,West End,49.2796,-123.12962,Entire home/apt,99,1,207,2019-03-04,6.93,1,155
15197174,Cozy Studio in Mount Pleasant,14520654,David,,Mount Pleasant,49.26098,-123.10768,Entire home/apt,75,3,121,2019-03-06,4.10,1,31
15250955,"Downtown Suite, Steps from Beach",48540456,Alesia,,West End,49.28406,-123.13682,Entire home/apt,250,2,96,2019-02-12,3.48,1,80
15254545,Penthouse cozy and big 1bdrm in Kitsilano,9843675,Shan (Sam),,Kitsilano,49.26636,-123.16513,Entire home/apt,75,180,19,2017-09-09,0.82,1,364
15260043,Robson St Modern Luxe Condo by Vancouver Library,29968014,Michael,,Downtown,49.27963,-123.11851,Entire home/apt,238,31,12,2018-10-04,0.41,1,147
15274080,Luxury 1 bedroom in centre of downtown Vancouver,15535422,Anthony & Vania,,Downtown,49.28146,-123.11656,Entire home/apt,173,4,49,2019-02-26,1.66,6,156
15288267,Granville Street Gem 1Bed + Parking (B2),23977001,Emma,,Downtown,49.27808,-123.12493,Entire home/apt,130,30,9,2018-12-18,0.35,10,209
15289495,Modern House on Commerical Drive,5140738,Hortense And Augustin,,Grandview-Woodland,49.26703,-123.06803,Entire home/apt,525,3,2,2018-08-08,0.27,1,39
15298763,FIRST CLASS LUXURY LIVING IN DOWNTOWN CITY CENTER,74396443,Liam,,Downtown,49.28153,-123.11889,Entire home/apt,99,30,24,2019-03-03,0.83,1,152
15312395,2 bedroom garden level Dunbar- Jericho Beach,97541929,Joelly,,Dunbar Southlands,49.25435,-123.19433,Entire home/apt,140,2,34,2018-11-25,1.28,2,197
15314563,Central and Spacious 2 bdrm in Trendy Mt Pleasant,10679595,Susanna,,Mount Pleasant,49.25966,-123.08896,Entire home/apt,140,4,9,2017-08-21,0.31,2,11
15321958,In the heart of Vancouver,2868175,Espirito Santo,,Kitsilano,49.26448,-123.16206,Private room,65,30,35,2018-10-02,1.40,3,306
15326359,Fairview Luxury 1.5 Bed w Priv Terrace-30 day min,4292086,Anne,,Fairview,49.26371,-123.11869,Entire home/apt,145,30,48,2017-09-05,1.64,12,201
15329853,"TRANSIT NEARBY,CONVIENIENT LOCATION,HUGE SPACE!!!",36840363,Steven,,Renfrew-Collingwood,49.2516,-123.05185,Entire home/apt,149,1,80,2019-02-08,2.74,1,269
15330197,Yaletown Lux 2bed/bath+den+parking+concierge+gym,7411420,Michael,,Downtown,49.27966,-123.11835,Entire home/apt,180,30,9,2018-10-31,0.33,1,245
15342154,"Sweet 1-bedroom unit, Convient to downtown",73238515,Cora,,Riley Park,49.25498,-123.09016,Entire home/apt,130,1,10,2018-09-11,0.34,4,0
15343153,cozy/comfort 1 bedroom,87837487,Mike,,Renfrew-Collingwood,49.25395,-123.05518,Private room,50,3,114,2019-02-19,3.88,6,14
15343294,cozy/comfort one bedroom,87837487,Mike,,Renfrew-Collingwood,49.25449,-123.05543,Private room,50,3,97,2019-01-31,3.31,6,4
15346408,Cozy Home,97862906,Charlie,,Kitsilano,49.26139,-123.181,Entire home/apt,120,2,99,2019-02-17,3.39,1,91
15363445,Warm in Vancouver,2868175,Espirito Santo,,Kitsilano,49.26442,-123.16126,Private room,75,30,12,2018-09-21,0.57,3,0
15363953,Awesome in Vancouver,2868175,Espirito Santo,,Kitsilano,49.26358,-123.16316,Private room,85,30,31,2018-12-20,1.25,3,365
15373431,Absolutely Unique Loft Downtown,89175011,Ye,,Downtown,49.27982,-123.12173,Entire home/apt,138,2,111,2019-03-04,5.36,1,66
15390640,"Vancouver Special, Close to Skytrain & Downtown",96689725,Gordon,,Mount Pleasant,49.25933,-123.08004,Entire home/apt,300,2,102,2019-03-04,4.88,1,222
15420639,"Sunny, Charming, Townhome Loft - A Kitsilano Oasis",21535123,Wendy,,Kitsilano,49.27051,-123.16328,Entire home/apt,210,2,73,2019-02-23,2.50,3,190
15424088,Licensed Hotel: Boutique DT Kingroom ++ Parking,2693243,John,,Downtown,49.28695,-123.11921,Private room,151,3,8,2018-04-22,0.28,4,0
15439018,"Modern, fully featured, the heart of Mt Pleasant",6115006,Isaac,,Mount Pleasant,49.26016,-123.0998,Entire home/apt,81,3,110,2019-02-26,4.25,1,16
15448228,Central and Spacious one bedroom in Mt Pleasant,10679595,Susanna,,Mount Pleasant,49.25747,-123.09085,Entire home/apt,81,30,1,2016-11-04,0.04,2,11
15455452,Sunny two bedroom suite in Kitsilano heritage home,3308468,Richard,,Kitsilano,49.26659,-123.16124,Entire home/apt,188,3,49,2019-02-15,1.98,1,160
15482985,Beautiful Downtown 2 BED 2 BATH Condo,3092935,Brad,,West End,49.2818,-123.12622,Entire home/apt,146,31,9,2018-11-11,0.34,11,210
15508214,Waterside townhouse license # (Phone number hidden by Airbnb),5503842,Stacey,,Fairview,49.26755,-123.12748,Entire home/apt,375,3,19,2019-02-24,0.92,1,106
15512935,Fun & Funky Room on Hip East Van,6329283,Ruby,,Kensington-Cedar Cottage,49.25454,-123.08128,Private room,35,30,10,2018-12-09,0.36,4,78
15532125,Luxury Water View SubPenthouse  1BDRM,25722861,Azy,,Downtown,49.27568,-123.13397,Entire home/apt,200,30,0,,,1,178
15535027,7 week rental of unit in Vancouver core,50674643,Amin,,Grandview-Woodland,49.28149,-123.0606,Entire home/apt,34,30,1,2019-02-01,0.83,1,1
15539049,"Cozy private room, Bright&sunny in Commercial Dr.",23683639,Riccardo&Francesca,,Kensington-Cedar Cottage,49.25675,-123.07501,Private room,44,3,63,2019-02-02,2.17,2,133
15542567,Fantastic Kits Location- 2 Bedroom,6425673,Suzanne,,Kitsilano,49.26849,-123.15631,Entire home/apt,400,2,113,2019-02-16,4.14,1,90
15550547,LUXURY 1 BR Apt+Office+Large Patio+FREE PARKING!,59837931,Daniel Marshall,,Downtown,49.27974,-123.10907,Entire home/apt,218,2,88,2019-03-04,3.68,1,139
15553626,Beautiful Coal Harbour Townhouse,51858235,John,,Downtown,49.28926,-123.12535,Entire home/apt,130,60,0,,,1,358
15563093,Cozy and Convenient Downtown Apartment,22666552,Jason,,Downtown,49.27848,-123.10961,Entire home/apt,95,1,188,2018-07-21,6.54,1,0
15582940,3BDR Beautiful Home with Gorgeous Views,82402482,Carol,,Arbutus Ridge,49.24543,-123.16772,Entire home/apt,151,30,21,2018-08-26,0.82,2,123
15598497,151 - 1 Bedroom  & den/Sleeps 3 by Stanley Park,600607,Bruce,,West End,49.29063,-123.14278,Entire home/apt,85,32,1,2017-05-25,0.05,50,0
15616738,THE FANTASTIC CITY CENTER SUITE IN THE SKY,8443732,Martin,,Downtown,49.28288,-123.11609,Entire home/apt,99,2,37,2019-02-17,1.32,1,181
15624482,4time vancouver superhost 1,40743512,Az,,Renfrew-Collingwood,49.25274,-123.03425,Private room,15,30,17,2018-09-08,0.59,1,89
15626890,Coal harbour/ Stanley park/ Convention centre,8852621,Larry,,Downtown,49.28858,-123.12369,Entire home/apt,173,3,105,2019-02-27,3.74,1,109
15634371,"Cozy Quiet Suite, 5min to Beach/Park/Transit",4429075,Jacques,,Kitsilano,49.27045,-123.17906,Private room,90,2,42,2019-02-02,3.68,3,116
15635558,"Bright, cozy and private, 1 bedroom Garden Suite",63265355,Robert,,Dunbar Southlands,49.23442,-123.18288,Entire home/apt,73,31,1,2017-08-27,0.05,1,176
15636385,Newly renovated 1BR Downtown! Pool/Gym/ Parking!,72797020,Linh,,Downtown,49.27881,-123.12014,Entire home/apt,120,1,178,2019-02-23,6.31,1,8
15642691,Kits point duplex Amazing Location,100911687,Julia,,Kitsilano,49.27433,-123.15025,Entire home/apt,276,2,23,2018-12-29,0.86,1,68
15642866,Cosy 1 brm apartment by kits beach,100765331,Sean,,Kitsilano,49.2737,-123.15204,Entire home/apt,400,1,101,2018-10-30,3.80,1,179
15646460,"Parkside Character Home, 6 min from Downtown",100287076,Darren & Jen,,South Cambie,49.25266,-123.11822,Entire home/apt,500,5,28,2019-02-15,0.97,1,324
15648459,Perfect for the Solo Woman Traveler,598979,Mary,,Kitsilano,49.2687,-123.17589,Private room,85,1,6,2019-03-03,1.86,2,143
15649496,Cozy and convenient Yaletown 1 bedroom condo,34089007,David,,Downtown,49.2769,-123.11823,Entire home/apt,110,30,171,2019-02-14,6.00,1,120
15660642,Sky Nest,4484250,Karen,,Kitsilano,49.27254,-123.16105,Entire home/apt,199,30,3,2017-01-14,0.11,8,66
15695306,Wonderful Downtown Living with AC,3963554,Steve & Kate,,Downtown Eastside,49.28225,-123.11177,Entire home/apt,90,2,118,2019-03-07,4.15,2,160
15695543,NEW!!! Downtown Beautiful Apartment + Parking,5737404,Lovena & Adam,,Downtown,49.2888,-123.12523,Entire home/apt,120,2,118,2019-02-24,4.16,2,80
15696943,"NEW!!! Best location Downtown, 1 Bedroom with A/C",28171237,Nickolai,,Downtown Eastside,49.28319,-123.11318,Entire home/apt,109,2,102,2019-03-03,3.59,2,152
15706251,Coal Harbour Ocean View Condo,101423730,Taren,,Downtown,49.28881,-123.12462,Entire home/apt,276,30,4,2018-06-26,0.23,3,216
15713789,Main Street Apt. with beautiful Mountain Views,25518552,Natasha,,Mount Pleasant,49.26532,-123.10034,Entire home/apt,120,3,18,2018-09-10,0.65,1,29
15735770,5 BR w/ AC 7 min Walk to Train/19 min to Downtown,101676867,Richard,,Renfrew-Collingwood,49.2406,-123.04465,Entire home/apt,300,3,94,2019-03-02,3.75,1,205
15744562,"NEW! Luxury Apartment, Heart of Downtown with Prkg",101633360,Calen,,Downtown,49.28064,-123.11816,Entire home/apt,134,2,107,2019-02-24,3.86,2,152
15745126,Renovated apartment great neighborhood downtown,53967300,Carlos,,Downtown,49.27796,-123.11644,Entire home/apt,185,5,29,2019-02-10,1.08,3,31
15745289,Clean & Bright!! Spectacular Views!,101518166,Tracey,,Downtown Eastside,49.28097,-123.10821,Entire home/apt,151,2,92,2018-09-24,3.26,1,0
15771207,1 Bed Den Office in-suite laundry Pool Gym Hot Tub,93964777,Bruce,,Downtown,49.27854,-123.11993,Entire home/apt,89,28,3,2018-03-31,0.12,1,1
15790362,Quaint and close to Downtown,43445735,Christina,,Sunset,49.22818,-123.10116,Entire home/apt,85,1,201,2019-03-06,7.28,1,188
15803843,Executive Heritage Home/Best Neighbourhood in City,97322503,Mark,,Kitsilano,49.2679,-123.16203,Entire home/apt,325,3,20,2019-01-03,0.79,1,95
15819364,Beautiful 1-bedroom in the heart of Downtown,27282530,Eric,,Downtown,49.27583,-123.12424,Entire home/apt,999,900,29,2018-01-26,1.36,2,0
15834595,PROMO! LOVELY 3 BR+2.5 BH+PATIO TOWNHOUSE!,102534553,Mei,,Kitsilano,49.26829,-123.18343,Entire home/apt,129,1,125,2019-02-24,4.56,1,169
15838142,♥ MARCH SPECIAL! PRIVATE BATHROOM & Queen Bed,13884145,Barry,,Kensington-Cedar Cottage,49.23633,-123.06374,Private room,60,1,84,2019-02-21,2.95,7,362
15840160,Cozy 1 bedroom pad in beautiful mount pleasant!,102589420,Carlos,,Mount Pleasant,49.26558,-123.09194,Private room,65,1,58,2018-10-21,2.18,1,35
15854939,Oct 20 - 1 Dec Min 31 days/  New Convenient Condo,5172991,JC- Eric,,Downtown,49.28149,-123.11861,Entire home/apt,134,31,1,2017-12-01,0.06,2,173
15868021,"Central w/2 bikes- Peaceful, COMFY Westcoast suite",63891820,Tamara,,Mount Pleasant,49.26661,-123.09169,Entire home/apt,116,2,78,2019-02-18,2.81,1,43
15877551,Excellent location incredible price,37635304,Marie,,Kitsilano,49.2644,-123.16172,Private room,47,1,139,2019-02-24,5.54,2,233
15883383,MONTHLY rental: unique loft in character home,44266561,Nathan,,Mount Pleasant,49.25788,-123.11087,Entire home/apt,69,30,27,2018-07-31,1.08,4,65
15887956,"Kitsilano Oasis, Bright Clean Charming, 2 Bd + Den",21535123,Wendy,,Kitsilano,49.27039,-123.16502,Entire home/apt,226,2,118,2019-02-17,4.25,3,134
15889253,Downtown+Pool+Gym+Sauna+BBQ+Parking+View,103033844,Christelle,,Downtown Eastside,49.28099,-123.10822,Entire home/apt,241,30,80,2019-01-06,2.87,1,171
15902822,LOVELY Studio in Heritage Row House - own entrance,5455124,Kim,,Downtown Eastside,49.27796,-123.08709,Entire home/apt,71,2,170,2019-03-04,6.19,1,32
15913720,Fabulous Downtown Location & Breathtaking View,29172013,Darren,,West End,49.28717,-123.12711,Private room,95,2,126,2019-03-02,4.68,3,70
15936299,♥ MARCH BARGAIN! PRIVATE BATHROOM & Queen Bed,13884145,Barry,,Kensington-Cedar Cottage,49.23546,-123.06611,Private room,60,1,93,2019-01-27,3.56,7,288
15939976,Luxurious 2 Bdr+huge private patio with hot tub!,10891383,Rose,,Downtown,49.27937,-123.10584,Entire home/apt,239,3,10,2019-02-10,0.63,1,92
15951675,2BR apt in the heart of yaletown with free parking,103562361,Jane,,Downtown,49.2763,-123.12312,Entire home/apt,199,3,41,2018-04-14,1.48,1,15
15967043,NEW!! Superbly Located 1BR + Parking,3963554,Steve & Kate,,Downtown,49.28804,-123.12655,Entire home/apt,99,2,130,2019-03-03,4.73,2,46
15974297,"3 beds, 2 baths + Parking by BC Place",103023813,Betty,,Downtown,49.28077,-123.10851,Entire home/apt,250,30,71,2018-11-15,2.59,1,115
15984597,Modern Olympic Village Paradise,21744071,William,,Mount Pleasant,49.27014,-123.10718,Entire home/apt,188,21,17,2018-10-18,0.92,1,219
15985271,1BDR in the CENTER of Downtown + A/C,16176325,Adam,,Downtown,49.2843,-123.11341,Entire home/apt,99,2,110,2019-03-02,4.11,2,167
15987030,single person Room 87 stpes to kits beach!,31685027,Claude,,Kitsilano,49.2715,-123.15912,Private room,46,30,4,2018-12-31,0.15,13,365
15988395,Rare find: Furnished Condo in the Center,8041031,Amer,,Downtown,49.28517,-123.11221,Entire home/apt,79,30,0,,,1,0
16016323,UTTERLY CENTRAL! ENTIRE HOME! Cool; Hardwood floor,32427245,Scarlet,,West End,49.28315,-123.12317,Entire home/apt,199,1,74,2018-11-25,3.25,1,110
16018308,Nice Condo on Granville With Patio,103026388,Valerie,,Downtown,49.27571,-123.12635,Entire home/apt,95,30,71,2019-01-01,2.74,1,35
